[2025-10-06 01:55:04.215] <Wally>    (in) : name
[2025-10-06 01:58:12.022] <Wally>    (in) : play W B9
[2025-10-06 01:58:12.022] <Wally>    (in) : play B B2
[2025-10-06 01:58:12.023] <Wally>    (in) : play W A8
[2025-10-06 01:58:12.023] <Wally>    (in) : play B G9
[2025-10-06 01:58:12.023] <Wally>    (in) : play W H9
[2025-10-06 01:58:12.023] <Wally>    (in) : play B H8
[2025-10-06 01:58:12.023] <Wally>    (in) : play W F9
[2025-10-06 01:58:12.023] <Wally>    (in) : play B J6
[2025-10-06 01:58:12.024] <Wally>    (in) : play W J8
[2025-10-06 01:58:12.024] <Wally>    (in) : play B J5
[2025-10-06 01:58:12.024] <Wally>    (in) : play W F6
[2025-10-06 01:58:12.024] <Wally>    (in) : play B G4
[2025-10-06 01:58:12.024] <Wally>    (in) : play W E5
[2025-10-06 01:58:12.024] <Wally>    (in) : play B H5
[2025-10-06 01:58:12.025] <Wally>    (in) : play W H6
[2025-10-06 01:58:12.025] <Wally>    (in) : play B G5
[2025-10-06 01:58:12.025] <Wally>    (in) : play W H4
[2025-10-06 01:58:12.025] <Wally>    (in) : play B E4
[2025-10-06 01:58:12.025] <Wally>    (in) : play W pass
[2025-10-06 01:58:12.026] <Wally>    (in) : play B C5
[2025-10-06 01:58:12.038] <Wally>   (out) : =
[2025-10-06 01:58:12.038] <Wally>   (out) : 
[2025-10-06 01:58:12.038] <Wally>   (out) : =
[2025-10-06 01:58:12.038] <Wally>   (out) : 
[2025-10-06 01:58:12.039] <Wally>   (out) : =
[2025-10-06 01:58:12.039] <Wally>   (out) : 
[2025-10-06 01:58:12.039] <Wally>   (out) : =
[2025-10-06 01:58:12.039] <Wally>   (out) : 
[2025-10-06 01:58:12.039] <Wally>   (out) : =
[2025-10-06 01:58:12.039] <Wally>   (out) : 
[2025-10-06 01:58:12.039] <Wally>   (out) : =
[2025-10-06 01:58:12.039] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.040] <Wally>   (out) : =
[2025-10-06 01:58:12.040] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.041] <Wally>   (out) : 
[2025-10-06 01:58:12.041] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.042] <Wally>   (out) : 
[2025-10-06 01:58:12.042] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.043] <Wally>   (out) : =
[2025-10-06 01:58:12.043] <Wally>   (out) : 
[2025-10-06 01:58:12.044] <Wally>   (out) : =
[2025-10-06 01:58:12.044] <Wally>   (out) : 
[2025-10-06 01:58:12.044] <Wally>   (out) : =
[2025-10-06 01:58:12.044] <Wally>   (out) : 
[2025-10-06 01:58:12.044] <Wally>   (out) : =
[2025-10-06 01:58:12.044] <Wally>   (out) : 
[2025-10-06 01:58:12.044] <Wally>   (out) : =
[2025-10-06 01:58:12.045] <Wally>   (out) : 
[2025-10-06 01:58:12.051] <Wally>   (err) : Traceback (most recent call last):
[2025-10-06 01:58:12.051] <Wally>   (err) :   File "/Users/soohyukyoon/SooGo/Wally.py", line 526, in <module>
[2025-10-06 01:58:12.051] <Wally>   (err) :     gtp()
[2025-10-06 01:58:12.051] <Wally>   (err) :     ~~~^^
[2025-10-06 01:58:12.052] <Wally>   (err) :   File "/Users/soohyukyoon/SooGo/Wally.py", line 520, in gtp
[2025-10-06 01:58:12.052] <Wally>   (err) :     elif 'play' in command: play(command); print('=\n')
[2025-10-06 01:58:12.052] <Wally>   (err) :                             ~~~~^^^^^^^^^
[2025-10-06 01:58:12.052] <Wally>   (err) :   File "/Users/soohyukyoon/SooGo/Wally.py", line 334, in play
[2025-10-06 01:58:12.052] <Wally>   (err) :     row = (BOARD_RANGE - 1) - int(square_str[1:])
[2025-10-06 01:58:12.052] <Wally>   (err) :                               ~~~^^^^^^^^^^^^^^^^
[2025-10-06 01:58:12.052] <Wally>   (err) : ValueError: invalid literal for int() with base 10: 'ass'
[2025-10-06 01:58:12.056] <Wally>  (meta) : Engine Stopped
[2025-10-06 01:58:12.056] <Wally>  (meta) : Connection Failed
[2025-10-06 01:58:12.056] <Wally>  (meta) : Connection Failed
[2025-10-06 01:59:25.716] <Wally>    (in) : name
[2025-10-06 01:59:25.716] <Wally>    (in) : version
[2025-10-06 01:59:25.716] <Wally>    (in) : protocol_version
[2025-10-06 01:59:25.716] <Wally>    (in) : list_commands
[2025-10-06 01:59:25.716] <Wally>  (meta) : Engine Started
[2025-10-06 01:59:25.717] <Wally>    (in) : komi 6.5
[2025-10-06 01:59:25.817] <Wally>   (out) : = Wally
[2025-10-06 01:59:25.817] <Wally>   (out) : 
[2025-10-06 01:59:25.817] <Wally>   (out) : = 1.0 
[2025-10-06 01:59:25.817] <Wally>   (out) : 
[2025-10-06 01:59:25.818] <Wally>   (out) : = 1
[2025-10-06 01:59:25.818] <Wally>   (out) : 
[2025-10-06 01:59:25.818] <Wally>   (out) : = protocol_version
[2025-10-06 01:59:25.818] <Wally>   (out) : 
[2025-10-06 01:59:25.818] <Wally>   (out) : =
[2025-10-06 01:59:25.818] <Wally>   (out) : 
[2025-10-06 01:59:25.824] <Wally>    (in) : boardsize 9
[2025-10-06 01:59:25.830] <Wally>   (out) : =
[2025-10-06 01:59:25.830] <Wally>   (out) : 
[2025-10-06 01:59:25.834] <Wally>    (in) : clear_board
[2025-10-06 01:59:25.834] <Wally>    (in) : play B G7
[2025-10-06 01:59:25.840] <Wally>   (out) : =
[2025-10-06 01:59:25.840] <Wally>   (out) : 
[2025-10-06 01:59:25.840] <Wally>   (out) : =
[2025-10-06 01:59:25.840] <Wally>   (out) : 
[2025-10-06 01:59:25.845] <Wally>    (in) : genmove W
[2025-10-06 01:59:25.850] <Wally>   (out) : = G6
[2025-10-06 01:59:25.850] <Wally>   (out) : 
[2025-10-06 01:59:25.858] <Wally>   (err) : capture move XX
[2025-10-06 01:59:25.858] <Wally>   (err) : save move: XX
[2025-10-06 01:59:25.858] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:25.858] <Wally>   (err) : surround move: G6
[2025-10-06 01:59:25.859] <Wally>   (err) : best move G6
[2025-10-06 01:59:26.703] <Wally>    (in) : play B F7
[2025-10-06 01:59:26.712] <Wally>   (out) : =
[2025-10-06 01:59:26.713] <Wally>   (out) : 
[2025-10-06 01:59:26.717] <Wally>    (in) : genmove W
[2025-10-06 01:59:26.725] <Wally>   (out) : = F6
[2025-10-06 01:59:26.725] <Wally>   (out) : 
[2025-10-06 01:59:26.735] <Wally>   (err) : capture move XX
[2025-10-06 01:59:26.735] <Wally>   (err) : save move: XX
[2025-10-06 01:59:26.735] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:26.735] <Wally>   (err) : surround move: F6
[2025-10-06 01:59:26.735] <Wally>   (err) : best move F6
[2025-10-06 01:59:27.154] <Wally>    (in) : play B E4
[2025-10-06 01:59:27.162] <Wally>   (out) : =
[2025-10-06 01:59:27.163] <Wally>   (out) : 
[2025-10-06 01:59:27.167] <Wally>    (in) : genmove W
[2025-10-06 01:59:27.173] <Wally>   (out) : = F8
[2025-10-06 01:59:27.173] <Wally>   (out) : 
[2025-10-06 01:59:27.182] <Wally>   (err) : capture move XX
[2025-10-06 01:59:27.182] <Wally>   (err) : save move: XX
[2025-10-06 01:59:27.182] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:27.182] <Wally>   (err) : surround move: F8
[2025-10-06 01:59:27.182] <Wally>   (err) : best move F8
[2025-10-06 01:59:27.566] <Wally>    (in) : play B C6
[2025-10-06 01:59:27.581] <Wally>   (out) : =
[2025-10-06 01:59:27.581] <Wally>   (out) : 
[2025-10-06 01:59:27.589] <Wally>    (in) : genmove W
[2025-10-06 01:59:27.594] <Wally>   (out) : = G8
[2025-10-06 01:59:27.594] <Wally>   (out) : 
[2025-10-06 01:59:27.603] <Wally>   (err) : capture move XX
[2025-10-06 01:59:27.603] <Wally>   (err) : save move: XX
[2025-10-06 01:59:27.603] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:27.603] <Wally>   (err) : surround move: G8
[2025-10-06 01:59:27.603] <Wally>   (err) : best move G8
[2025-10-06 01:59:28.047] <Wally>    (in) : play B C4
[2025-10-06 01:59:28.054] <Wally>   (out) : =
[2025-10-06 01:59:28.055] <Wally>   (out) : 
[2025-10-06 01:59:28.059] <Wally>    (in) : genmove W
[2025-10-06 01:59:28.067] <Wally>   (out) : = H7
[2025-10-06 01:59:28.067] <Wally>   (out) : 
[2025-10-06 01:59:28.074] <Wally>   (err) : capture move XX
[2025-10-06 01:59:28.075] <Wally>   (err) : save move: XX
[2025-10-06 01:59:28.075] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:28.075] <Wally>   (err) : surround move: H7
[2025-10-06 01:59:28.075] <Wally>   (err) : best move H7
[2025-10-06 01:59:28.511] <Wally>    (in) : play B G3
[2025-10-06 01:59:28.519] <Wally>   (out) : =
[2025-10-06 01:59:28.519] <Wally>   (out) : 
[2025-10-06 01:59:28.523] <Wally>    (in) : genmove W
[2025-10-06 01:59:28.528] <Wally>   (out) : = C7
[2025-10-06 01:59:28.528] <Wally>   (out) : 
[2025-10-06 01:59:28.535] <Wally>   (err) : capture move E7
[2025-10-06 01:59:28.535] <Wally>   (err) : save move: E7
[2025-10-06 01:59:28.535] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:28.535] <Wally>   (err) : surround move: C7
[2025-10-06 01:59:28.535] <Wally>   (err) : best move C7
[2025-10-06 01:59:28.961] <Wally>    (in) : play B D6
[2025-10-06 01:59:28.970] <Wally>   (out) : =
[2025-10-06 01:59:28.971] <Wally>   (out) : 
[2025-10-06 01:59:28.976] <Wally>    (in) : genmove W
[2025-10-06 01:59:28.982] <Wally>   (out) : = E6
[2025-10-06 01:59:28.982] <Wally>   (out) : 
[2025-10-06 01:59:28.990] <Wally>   (err) : capture move XX
[2025-10-06 01:59:28.990] <Wally>   (err) : save move: XX
[2025-10-06 01:59:28.990] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:28.990] <Wally>   (err) : surround move: E6
[2025-10-06 01:59:28.990] <Wally>   (err) : best move E6
[2025-10-06 01:59:29.442] <Wally>    (in) : play B D4
[2025-10-06 01:59:29.451] <Wally>   (out) : =
[2025-10-06 01:59:29.451] <Wally>   (out) : 
[2025-10-06 01:59:29.456] <Wally>    (in) : genmove W
[2025-10-06 01:59:29.461] <Wally>   (out) : = D7
[2025-10-06 01:59:29.461] <Wally>   (out) : 
[2025-10-06 01:59:29.469] <Wally>   (err) : capture move XX
[2025-10-06 01:59:29.469] <Wally>   (err) : save move: XX
[2025-10-06 01:59:29.469] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:29.469] <Wally>   (err) : surround move: D7
[2025-10-06 01:59:29.469] <Wally>   (err) : best move D7
[2025-10-06 01:59:29.854] <Wally>    (in) : play B C2
[2025-10-06 01:59:29.861] <Wally>   (out) : =
[2025-10-06 01:59:29.862] <Wally>   (out) : 
[2025-10-06 01:59:29.867] <Wally>    (in) : genmove W
[2025-10-06 01:59:29.873] <Wally>   (out) : = B6
[2025-10-06 01:59:29.873] <Wally>   (out) : 
[2025-10-06 01:59:29.880] <Wally>   (err) : capture move XX
[2025-10-06 01:59:29.880] <Wally>   (err) : save move: XX
[2025-10-06 01:59:29.880] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:29.880] <Wally>   (err) : surround move: B6
[2025-10-06 01:59:29.880] <Wally>   (err) : best move B6
[2025-10-06 01:59:30.319] <Wally>    (in) : play B B3
[2025-10-06 01:59:30.327] <Wally>   (out) : =
[2025-10-06 01:59:30.327] <Wally>   (out) : 
[2025-10-06 01:59:30.332] <Wally>    (in) : genmove W
[2025-10-06 01:59:30.340] <Wally>   (out) : = C5
[2025-10-06 01:59:30.340] <Wally>   (out) : 
[2025-10-06 01:59:30.347] <Wally>   (err) : capture move XX
[2025-10-06 01:59:30.347] <Wally>   (err) : save move: XX
[2025-10-06 01:59:30.347] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:30.347] <Wally>   (err) : surround move: C5
[2025-10-06 01:59:30.347] <Wally>   (err) : best move C5
[2025-10-06 01:59:30.799] <Wally>    (in) : play B B5
[2025-10-06 01:59:30.807] <Wally>   (out) : =
[2025-10-06 01:59:30.807] <Wally>   (out) : 
[2025-10-06 01:59:30.812] <Wally>    (in) : genmove W
[2025-10-06 01:59:30.818] <Wally>   (out) : = B4
[2025-10-06 01:59:30.818] <Wally>   (out) : 
[2025-10-06 01:59:30.825] <Wally>   (err) : capture move D5
[2025-10-06 01:59:30.825] <Wally>   (err) : save move: C6
[2025-10-06 01:59:30.826] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:30.826] <Wally>   (err) : surround move: B4
[2025-10-06 01:59:30.826] <Wally>   (err) : best move B4
[2025-10-06 01:59:31.901] <Wally>    (in) : play B F5
[2025-10-06 01:59:31.909] <Wally>   (out) : =
[2025-10-06 01:59:31.909] <Wally>   (out) : 
[2025-10-06 01:59:31.914] <Wally>    (in) : genmove W
[2025-10-06 01:59:31.919] <Wally>   (out) : = G5
[2025-10-06 01:59:31.920] <Wally>   (out) : 
[2025-10-06 01:59:31.927] <Wally>   (err) : capture move A5
[2025-10-06 01:59:31.927] <Wally>   (err) : save move: A4
[2025-10-06 01:59:31.927] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:31.927] <Wally>   (err) : surround move: G5
[2025-10-06 01:59:31.927] <Wally>   (err) : best move G5
[2025-10-06 01:59:33.208] <Wally>    (in) : play B E5
[2025-10-06 01:59:33.217] <Wally>   (out) : =
[2025-10-06 01:59:33.218] <Wally>   (out) : 
[2025-10-06 01:59:33.223] <Wally>    (in) : genmove W
[2025-10-06 01:59:33.230] <Wally>   (out) : = E3
[2025-10-06 01:59:33.230] <Wally>   (out) : 
[2025-10-06 01:59:33.238] <Wally>   (err) : capture move A5
[2025-10-06 01:59:33.238] <Wally>   (err) : save move: A4
[2025-10-06 01:59:33.238] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:33.239] <Wally>   (err) : surround move: E3
[2025-10-06 01:59:33.239] <Wally>   (err) : best move E3
[2025-10-06 01:59:35.292] <Wally>    (in) : play B D2
[2025-10-06 01:59:35.301] <Wally>   (out) : =
[2025-10-06 01:59:35.301] <Wally>   (out) : 
[2025-10-06 01:59:35.305] <Wally>    (in) : genmove W
[2025-10-06 01:59:35.311] <Wally>   (out) : = D3
[2025-10-06 01:59:35.311] <Wally>   (out) : 
[2025-10-06 01:59:35.318] <Wally>   (err) : capture move A5
[2025-10-06 01:59:35.318] <Wally>   (err) : save move: A4
[2025-10-06 01:59:35.318] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:35.318] <Wally>   (err) : surround move: D3
[2025-10-06 01:59:35.319] <Wally>   (err) : best move D3
[2025-10-06 01:59:36.028] <Wally>    (in) : play B E2
[2025-10-06 01:59:36.036] <Wally>   (out) : =
[2025-10-06 01:59:36.036] <Wally>   (out) : 
[2025-10-06 01:59:36.041] <Wally>    (in) : genmove W
[2025-10-06 01:59:36.047] <Wally>   (out) : = F4
[2025-10-06 01:59:36.047] <Wally>   (out) : 
[2025-10-06 01:59:36.054] <Wally>   (err) : capture move A5
[2025-10-06 01:59:36.054] <Wally>   (err) : save move: A4
[2025-10-06 01:59:36.054] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:36.055] <Wally>   (err) : surround move: F4
[2025-10-06 01:59:36.055] <Wally>   (err) : best move F4
[2025-10-06 01:59:36.492] <Wally>    (in) : play B F3
[2025-10-06 01:59:36.501] <Wally>   (out) : =
[2025-10-06 01:59:36.501] <Wally>   (out) : 
[2025-10-06 01:59:36.505] <Wally>    (in) : genmove W
[2025-10-06 01:59:36.511] <Wally>   (out) : = D5
[2025-10-06 01:59:36.511] <Wally>   (out) : 
[2025-10-06 01:59:36.519] <Wally>   (err) : capture move A5
[2025-10-06 01:59:36.519] <Wally>   (err) : save move: A4
[2025-10-06 01:59:36.519] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:36.519] <Wally>   (err) : surround move: D5
[2025-10-06 01:59:36.519] <Wally>   (err) : best move D5
[2025-10-06 01:59:57.916] <Wally>    (in) : play B D6
[2025-10-06 01:59:57.934] <Wally>   (out) : =
[2025-10-06 01:59:57.934] <Wally>   (out) : 
[2025-10-06 01:59:57.940] <Wally>    (in) : genmove W
[2025-10-06 01:59:57.958] <Wally>   (out) : = B2
[2025-10-06 01:59:57.959] <Wally>   (out) : 
[2025-10-06 01:59:57.988] <Wally>   (err) : capture move C6
[2025-10-06 01:59:57.988] <Wally>   (err) : save move: C6
[2025-10-06 01:59:57.988] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:57.989] <Wally>   (err) : surround move: B2
[2025-10-06 01:59:57.989] <Wally>   (err) : best move B2
[2025-10-06 01:59:58.340] <Wally>    (in) : play B D8
[2025-10-06 01:59:58.350] <Wally>   (out) : =
[2025-10-06 01:59:58.350] <Wally>   (out) : 
[2025-10-06 01:59:58.355] <Wally>    (in) : genmove W
[2025-10-06 01:59:58.362] <Wally>   (out) : = E8
[2025-10-06 01:59:58.362] <Wally>   (out) : 
[2025-10-06 01:59:58.374] <Wally>   (err) : capture move C6
[2025-10-06 01:59:58.374] <Wally>   (err) : save move: D6
[2025-10-06 01:59:58.374] <Wally>   (err) : defend move: XX
[2025-10-06 01:59:58.375] <Wally>   (err) : surround move: E8
[2025-10-06 01:59:58.375] <Wally>   (err) : best move E8
[2025-10-06 02:00:00.719] <Wally>    (in) : play B H2
[2025-10-06 02:00:00.728] <Wally>   (out) : =
[2025-10-06 02:00:00.729] <Wally>   (out) : 
[2025-10-06 02:00:00.740] <Wally>    (in) : genmove W
[2025-10-06 02:00:00.747] <Wally>   (out) : = C8
[2025-10-06 02:00:00.747] <Wally>   (out) : 
[2025-10-06 02:00:00.757] <Wally>   (err) : capture move A5
[2025-10-06 02:00:00.757] <Wally>   (err) : save move: B5
[2025-10-06 02:00:00.757] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:00.757] <Wally>   (err) : surround move: C8
[2025-10-06 02:00:00.757] <Wally>   (err) : best move C8
[2025-10-06 02:00:01.130] <Wally>    (in) : play B J4
[2025-10-06 02:00:01.138] <Wally>   (out) : =
[2025-10-06 02:00:01.138] <Wally>   (out) : 
[2025-10-06 02:00:01.145] <Wally>    (in) : genmove W
[2025-10-06 02:00:01.155] <Wally>   (out) : = H4
[2025-10-06 02:00:01.156] <Wally>   (out) : 
[2025-10-06 02:00:01.167] <Wally>   (err) : capture move D9
[2025-10-06 02:00:01.167] <Wally>   (err) : save move: E9
[2025-10-06 02:00:01.167] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:01.168] <Wally>   (err) : surround move: H4
[2025-10-06 02:00:01.168] <Wally>   (err) : best move H4
[2025-10-06 02:00:01.453] <Wally>    (in) : play B J5
[2025-10-06 02:00:01.461] <Wally>   (out) : =
[2025-10-06 02:00:01.461] <Wally>   (out) : 
[2025-10-06 02:00:01.468] <Wally>    (in) : genmove W
[2025-10-06 02:00:01.474] <Wally>   (out) : = H5
[2025-10-06 02:00:01.474] <Wally>   (out) : 
[2025-10-06 02:00:01.483] <Wally>   (err) : capture move D9
[2025-10-06 02:00:01.483] <Wally>   (err) : save move: E9
[2025-10-06 02:00:01.483] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:01.483] <Wally>   (err) : surround move: H5
[2025-10-06 02:00:01.483] <Wally>   (err) : best move H5
[2025-10-06 02:00:01.809] <Wally>    (in) : play B J6
[2025-10-06 02:00:01.817] <Wally>   (out) : =
[2025-10-06 02:00:01.818] <Wally>   (out) : 
[2025-10-06 02:00:01.823] <Wally>    (in) : genmove W
[2025-10-06 02:00:01.827] <Wally>   (out) : = H6
[2025-10-06 02:00:01.827] <Wally>   (out) : 
[2025-10-06 02:00:01.833] <Wally>   (err) : capture move D9
[2025-10-06 02:00:01.834] <Wally>   (err) : save move: E9
[2025-10-06 02:00:01.834] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:01.834] <Wally>   (err) : surround move: H6
[2025-10-06 02:00:01.834] <Wally>   (err) : best move H6
[2025-10-06 02:00:02.174] <Wally>    (in) : play B J8
[2025-10-06 02:00:02.183] <Wally>   (out) : =
[2025-10-06 02:00:02.183] <Wally>   (out) : 
[2025-10-06 02:00:02.188] <Wally>    (in) : genmove W
[2025-10-06 02:00:02.192] <Wally>   (out) : = H8
[2025-10-06 02:00:02.192] <Wally>   (out) : 
[2025-10-06 02:00:02.198] <Wally>   (err) : capture move D9
[2025-10-06 02:00:02.199] <Wally>   (err) : save move: E9
[2025-10-06 02:00:02.199] <Wally>   (err) : defend move: XX
[2025-10-06 02:00:02.199] <Wally>   (err) : surround move: H8
[2025-10-06 02:00:02.199] <Wally>   (err) : best move H8
